accuracy,loss,val_accuracy,val_loss
0.9629598259925842,0.15331780910491943,0.9709897637367249,0.13186918199062347
0.9708969593048096,0.13199281692504883,0.9709897637367249,0.13142557442188263
0.9708969593048096,0.1320490837097168,0.9709897637367249,0.1314050406217575
0.9708969593048096,0.1318492740392685,0.9709897637367249,0.1319980025291443
0.9708969593048096,0.13207554817199707,0.9709897637367249,0.13130901753902435
0.9708969593048096,0.13215067982673645,0.9709897637367249,0.13139554858207703
0.9708969593048096,0.13205409049987793,0.9709897637367249,0.13128921389579773
0.9708969593048096,0.1319061517715454,0.9709897637367249,0.1313810795545578
0.9708969593048096,0.13191084563732147,0.9709897637367249,0.13129529356956482
0.9708969593048096,0.13200955092906952,0.9709897637367249,0.1312914937734604
0.9708969593048096,0.1319735050201416,0.9709897637367249,0.1316598355770111
0.9708969593048096,0.13172513246536255,0.9709897637367249,0.13206847012043
0.9708969593048096,0.13181819021701813,0.9709897637367249,0.13291315734386444
0.9708969593048096,0.1319374144077301,0.9709897637367249,0.1315089762210846
0.9708969593048096,0.13195927441120148,0.9709897637367249,0.1316358596086502
0.9708969593048096,0.13176235556602478,0.9709897637367249,0.13147953152656555
0.9708969593048096,0.13205917179584503,0.9709897637367249,0.1315235197544098
0.9708969593048096,0.1318615972995758,0.9709897637367249,0.13128231465816498
0.9708969593048096,0.1319238692522049,0.9709897637367249,0.13136765360832214
0.9708969593048096,0.13172078132629395,0.9709897637367249,0.13243046402931213
