Fold,AUC,Average_Precision,Precision,Recall,F1_Score,Accuracy,Loss,Training_Accuracy,Validation_Accuracy,Training_Loss,Validation_Loss,Matthews_Corrcoef,PR_AUC,Contamination_Level,Model_Name
1,0.5565178769709083,0.032086036729652045,0.0,0.0,0.0,0.9708141321044547,1.0,0.9709384201766739,0.9708141321044547,1.0,1.0,0.0,0.03136257380273297,0.01,IsolationForest
1,0.5280160448589829,0.03326669585902274,0.0,0.0,0.0,0.9708141321044547,1.0,0.9709384201766739,0.9708141321044547,1.0,1.0,0.0,0.03205675793831814,0.01,LOF
1,0.581373991413132,0.04179647004489466,0.1,0.017543859649122806,0.029850746268656716,0.9667178699436764,0.9701492537313433,0.9709384201766739,0.9667178699436764,0.9912663755458515,0.9701492537313433,0.030180691455765005,0.039981412811691645,0.01,OneClassSVM
1,0.8235909856392034,0.2703304607358573,0.4909090909090909,0.23684210526315788,0.31952662721893493,0.9705581157194061,0.680473372781065,1.0,0.9705581157194061,0.0,0.680473372781065,0.32780981517508906,0.27298551278013194,0.01,RandomForest
1,0.5,0.029185867895545316,0.029185867895545316,1.0,0.056716417910447764,0.029185867895545316,0.9432835820895522,0.029061579823326078,0.029185867895545316,0.943518288131376,0.9432835820895522,0.0,0.5145929339477726,0.01,DBSCAN
1,0.5433322229624694,0.08928234564906891,0.7142857142857143,0.08771929824561403,0.15625,0.9723502304147466,0.84375,1.0,0.9723502304147466,0.0,0.84375,0.24410525067220307,0.4143153582881936,0.01,Ensemble
2,0.5975113813013546,0.03790966886227694,0.0,0.0,0.0,0.9708141321044547,1.0,0.9709384201766739,0.9708141321044547,1.0,1.0,0.0,0.03689382529925951,0.01,IsolationForest
2,0.5952513139388556,0.04177979398293712,0.0,0.0,0.0,0.9708141321044547,1.0,0.9709384201766739,0.9708141321044547,1.0,1.0,0.0,0.03881132666862097,0.01,LOF
2,0.6170747279591384,0.048525517048764594,0.09523809523809523,0.017543859649122806,0.02962962962962963,0.9664618535586278,0.9703703703703703,0.9708103955959544,0.9664618535586278,0.991304347826087,0.9703703703703703,0.02885009527802607,0.04689712616894415,0.01,OneClassSVM
2,0.7899953271892812,0.25153772332393554,0.35714285714285715,0.2631578947368421,0.30303030303030304,0.9646697388632872,0.696969696969697,1.0,0.9646697388632872,0.0,0.696969696969697,0.28883967084757844,0.25103200801909475,0.01,RandomForest
2,0.5,0.029185867895545316,0.029185867895545316,1.0,0.056716417910447764,0.029185867895545316,0.9432835820895522,0.029061579823326078,0.029185867895545316,0.943518288131376,0.9432835820895522,0.0,0.5145929339477726,0.01,DBSCAN
2,0.5643390517432822,0.10125655329390473,0.5769230769230769,0.13157894736842105,0.21428571428571427,0.9718381976446493,0.7857142857142857,1.0,0.9718381976446493,0.0,0.7857142857142857,0.26637208166324006,0.3669238232056568,0.01,Ensemble
3,0.6243278817071805,0.03802707338276524,0.0,0.0,0.0,0.9710627400768246,1.0,0.9708141321044547,0.9710627400768246,1.0,1.0,0.0,0.03693876382624263,0.01,IsolationForest
3,0.6228646241738546,0.045968604364450896,0.0,0.0,0.0,0.9710627400768246,1.0,0.9708141321044547,0.9710627400768246,1.0,1.0,0.0,0.04313895961734963,0.01,LOF
3,0.6411541764683918,0.06386229269769651,0.125,0.017699115044247787,0.031007751937984496,0.967989756722151,0.9689922480620154,0.9705581157194061,0.967989756722151,1.0,0.9689922480620154,0.036757303321119074,0.06227963726655156,0.01,OneClassSVM
3,0.817930622456219,0.22176705352529452,0.3829787234042553,0.1592920353982301,0.225,0.9682458386683739,0.775,1.0,0.9682458386683739,0.0,0.775,0.2331146657294295,0.22441383787286134,0.01,RandomForest
3,0.5,0.028937259923175414,0.028937259923175414,1.0,0.05624688899950224,0.028937259923175414,0.9437531110004977,0.029185867895545316,0.028937259923175414,0.9432835820895522,0.9437531110004977,0.0,0.5144686299615877,0.01,DBSCAN
3,0.530709738247265,0.07532561058673484,0.7777777777777778,0.061946902654867256,0.11475409836065574,0.9723431498079386,0.8852459016393442,0.9979518689196109,0.9723431498079386,0.036363636363636376,0.8852459016393442,0.2147082675507885,0.43343468336613045,0.01,Ensemble
1,0.5565178769709083,0.032086036729652045,0.0,0.0,0.0,0.9708141321044547,1.0,0.9709384201766739,0.9708141321044547,1.0,1.0,0.0,0.03136257380273297,0.02,IsolationForest
1,0.5280160448589829,0.03326669585902274,0.0,0.0,0.0,0.9708141321044547,1.0,0.9709384201766739,0.9708141321044547,1.0,1.0,0.0,0.03205675793831814,0.02,LOF
1,0.5794586016729588,0.042524641712780864,0.07462686567164178,0.043859649122807015,0.055248618784530384,0.956221198156682,0.9447513812154696,0.965817436947894,0.956221198156682,0.9638989169675091,0.9447513812154696,0.03566332679043659,0.040532840490769606,0.02,OneClassSVM
1,0.8235909856392034,0.2703304607358573,0.4909090909090909,0.23684210526315788,0.31952662721893493,0.9705581157194061,0.680473372781065,1.0,0.9705581157194061,0.0,0.680473372781065,0.32780981517508906,0.27298551278013194,0.02,RandomForest
1,0.5,0.029185867895545316,0.029185867895545316,1.0,0.056716417910447764,0.029185867895545316,0.9432835820895522,0.029061579823326078,0.029185867895545316,0.943518288131376,0.9432835820895522,0.0,0.5145929339477726,0.02,DBSCAN
1,0.5255246502331778,0.05396555905893767,0.5,0.05263157894736842,0.09523809523809523,0.9708141321044547,0.9047619047619048,0.9816924849571118,0.9708141321044547,0.4568690095846646,0.9047619047619048,0.15527008425520827,0.29014067426631096,0.02,Ensemble
2,0.5975113813013546,0.03790966886227694,0.0,0.0,0.0,0.9708141321044547,1.0,0.9709384201766739,0.9708141321044547,1.0,1.0,0.0,0.03689382529925951,0.02,IsolationForest
2,0.5952513139388556,0.04177979398293712,0.0,0.0,0.0,0.9708141321044547,1.0,0.9709384201766739,0.9708141321044547,1.0,1.0,0.0,0.03881132666862097,0.02,LOF
2,0.6206949996298765,0.04887203075888443,0.06349206349206349,0.03508771929824561,0.04519774011299435,0.9567332309267793,0.9548022598870056,0.966073486109333,0.9567332309267793,0.9636363636363636,0.9548022598870056,0.026094759036393966,0.047429034678935375,0.02,OneClassSVM
2,0.7899953271892812,0.25153772332393554,0.35714285714285715,0.2631578947368421,0.30303030303030304,0.9646697388632872,0.696969696969697,1.0,0.9646697388632872,0.0,0.696969696969697,0.28883967084757844,0.25103200801909475,0.02,RandomForest
2,0.5,0.029185867895545316,0.029185867895545316,1.0,0.056716417910447764,0.029185867895545316,0.9432835820895522,0.029061579823326078,0.029185867895545316,0.943518288131376,0.9432835820895522,0.0,0.5145929339477726,0.02,DBSCAN
2,0.5128941816566734,0.04420729242460991,0.6,0.02631578947368421,0.05042016806722689,0.9710701484895033,0.9495798319327731,0.9814364357956727,0.9710701484895033,0.4692556634304207,0.9495798319327731,0.121405229065977,0.32736680410704183,0.02,Ensemble
3,0.6243278817071805,0.03802707338276524,0.0,0.0,0.0,0.9710627400768246,1.0,0.9708141321044547,0.9710627400768246,1.0,1.0,0.0,0.03693876382624263,0.02,IsolationForest
3,0.6228646241738546,0.045968604364450896,0.0,0.0,0.0,0.9710627400768246,1.0,0.9708141321044547,0.9710627400768246,1.0,1.0,0.0,0.04313895961734963,0.02,LOF
3,0.6372264851947276,0.061794951763763414,0.07692307692307693,0.04424778761061947,0.056179775280898875,0.9569782330345711,0.9438202247191011,0.9651817716333846,0.9569782330345711,0.9784172661870504,0.9438202247191011,0.037243596405249706,0.06036069551134922,0.02,OneClassSVM
3,0.817930622456219,0.22176705352529452,0.3829787234042553,0.1592920353982301,0.225,0.9682458386683739,0.775,1.0,0.9682458386683739,0.0,0.775,0.2331146657294295,0.22441383787286134,0.02,RandomForest
3,0.5,0.028937259923175414,0.028937259923175414,1.0,0.05624688899950224,0.028937259923175414,0.9437531110004977,0.029185867895545316,0.028937259923175414,0.9432835820895522,0.9437531110004977,0.0,0.5144686299615877,0.02,DBSCAN
3,0.5127469101228482,0.03954701661295204,0.42857142857142855,0.02654867256637168,0.05,0.9708066581306017,0.95,0.9760624679979518,0.9708066581306017,0.684981684981685,0.95,0.10102721196721265,0.2416445576111536,0.02,Ensemble
1,0.5565178769709083,0.032086036729652045,0.0,0.0,0.0,0.9708141321044547,1.0,0.9709384201766739,0.9708141321044547,1.0,1.0,0.0,0.03136257380273297,0.005,IsolationForest
1,0.5280160448589829,0.03326669585902274,0.0,0.0,0.0,0.9708141321044547,1.0,0.9709384201766739,0.9708141321044547,1.0,1.0,0.0,0.03205675793831814,0.005,LOF
1,0.579974461470131,0.04114126295839134,0.0,0.0,0.0,0.9692780337941628,1.0,0.9709384201766739,0.9692780337941628,1.0,1.0,-0.006800824739492489,0.03939624851777958,0.005,OneClassSVM
1,0.8235909856392034,0.2703304607358573,0.4909090909090909,0.23684210526315788,0.31952662721893493,0.9705581157194061,0.680473372781065,1.0,0.9705581157194061,0.0,0.680473372781065,0.32780981517508906,0.27298551278013194,0.005,RandomForest
1,0.5,0.029185867895545316,0.029185867895545316,1.0,0.056716417910447764,0.029185867895545316,0.9432835820895522,0.029061579823326078,0.029185867895545316,0.943518288131376,0.9432835820895522,0.0,0.5145929339477726,0.005,DBSCAN
1,0.6147290695092161,0.138541368082964,0.4909090909090909,0.23684210526315788,0.31952662721893493,0.9705581157194061,0.680473372781065,1.0,0.9705581157194061,0.0,0.680473372781065,0.32780981517508906,0.3750123108357404,0.005,Ensemble
2,0.5975113813013546,0.03790966886227694,0.0,0.0,0.0,0.9708141321044547,1.0,0.9709384201766739,0.9708141321044547,1.0,1.0,0.0,0.03689382529925951,0.005,IsolationForest
2,0.5952513139388556,0.04177979398293712,0.0,0.0,0.0,0.9708141321044547,1.0,0.9709384201766739,0.9708141321044547,1.0,1.0,0.0,0.03881132666862097,0.005,LOF
2,0.6152194833074247,0.048262915240703266,0.0,0.0,0.0,0.9705581157194061,1.0,0.9709384201766739,0.9705581157194061,1.0,1.0,-0.0027746470234606612,0.046632722467251225,0.005,OneClassSVM
2,0.7899953271892812,0.25153772332393554,0.35714285714285715,0.2631578947368421,0.30303030303030304,0.9646697388632872,0.696969696969697,1.0,0.9646697388632872,0.0,0.696969696969697,0.28883967084757844,0.25103200801909475,0.005,RandomForest
2,0.5,0.029185867895545316,0.029185867895545316,1.0,0.056716417910447764,0.029185867895545316,0.9432835820895522,0.029061579823326078,0.029185867895545316,0.943518288131376,0.9432835820895522,0.0,0.5145929339477726,0.005,DBSCAN
2,0.6244586942038641,0.11549033875010106,0.35714285714285715,0.2631578947368421,0.30303030303030304,0.9646697388632872,0.696969696969697,1.0,0.9646697388632872,0.0,0.696969696969697,0.28883967084757844,0.3209030641118926,0.005,Ensemble
3,0.6243278817071805,0.03802707338276524,0.0,0.0,0.0,0.9710627400768246,1.0,0.9708141321044547,0.9710627400768246,1.0,1.0,0.0,0.03693876382624263,0.005,IsolationForest
3,0.6228646241738546,0.045968604364450896,0.0,0.0,0.0,0.9710627400768246,1.0,0.9708141321044547,0.9710627400768246,1.0,1.0,0.0,0.04313895961734963,0.005,LOF
3,0.6422346999738622,0.06457757423333263,0.25,0.008849557522123894,0.017094017094017096,0.970550576184379,0.9829059829059829,0.9708141321044547,0.970550576184379,1.0,0.9829059829059829,0.0422284578337191,0.06294995035553189,0.005,OneClassSVM
3,0.817930622456219,0.22176705352529452,0.3829787234042553,0.1592920353982301,0.225,0.9682458386683739,0.775,1.0,0.9682458386683739,0.0,0.775,0.2331146657294295,0.22441383787286134,0.005,RandomForest
3,0.5,0.028937259923175414,0.028937259923175414,1.0,0.05624688899950224,0.028937259923175414,0.9437531110004977,0.029185867895545316,0.028937259923175414,0.9432835820895522,0.9437531110004977,0.0,0.5144686299615877,0.005,DBSCAN
3,0.5513832101116463,0.07683772789593554,0.48,0.10619469026548672,0.17391304347826086,0.9708066581306017,0.8260869565217391,1.0,0.9708066581306017,0.0,0.8260869565217391,0.21599253792314527,0.3060294834169943,0.005,Ensemble
