,loss,val_loss
0,0.8430224657058716,0.7605884671211243
1,0.7736102938652039,0.7367286682128906
2,0.7519033551216125,0.7207693457603455
3,0.7417928576469421,0.7130267024040222
4,0.7358583807945251,0.7068890333175659
5,0.7317900657653809,0.7030237317085266
6,0.7289119958877563,0.6999867558479309
7,0.7262316346168518,0.6972322463989258
8,0.7241211533546448,0.6955838203430176
9,0.7225078344345093,0.6925244927406311
10,0.7212255001068115,0.6921149492263794
11,0.7203066945075989,0.6913800239562988
12,0.719262421131134,0.6896938681602478
13,0.7176262736320496,0.6873454451560974
14,0.7170892953872681,0.6874188184738159
15,0.7164611220359802,0.6864863634109497
16,0.7156320810317993,0.6853223443031311
17,0.7155277729034424,0.685117781162262
18,0.7151751518249512,0.68495774269104
19,0.7148444652557373,0.6844908595085144
