,loss,val_loss
0,0.8429703712463379,0.8055456876754761
1,0.7817168831825256,0.7728596329689026
2,0.7565775513648987,0.7564164996147156
3,0.7419872283935547,0.744337797164917
4,0.7332006692886353,0.7370639443397522
5,0.7267715334892273,0.7321063876152039
6,0.7233314514160156,0.7294247150421143
7,0.7197099924087524,0.7263359427452087
8,0.7162413001060486,0.7222325205802917
9,0.7135231494903564,0.7196779251098633
10,0.7114020586013794,0.7185760140419006
11,0.7103545665740967,0.7179796099662781
12,0.7090305685997009,0.716035783290863
13,0.707700788974762,0.7160800099372864
14,0.7066799402236938,0.7147082090377808
15,0.7063911557197571,0.7136687636375427
16,0.7056174278259277,0.7133760452270508
17,0.7052017450332642,0.7129650115966797
18,0.7044954299926758,0.7123640179634094
19,0.7040958404541016,0.7114662528038025
