,accuracy,loss,val_accuracy,val_loss
0,0.9689339995384216,0.12974289059638977,0.9709897637367249,0.11519322544336319
1,0.9708969593048096,0.10706957429647446,0.9709897637367249,0.10506249219179153
2,0.9714944362640381,0.10259009897708893,0.9709897637367249,0.11291948705911636
3,0.9719211459159851,0.09891030192375183,0.9713310599327087,0.1084381490945816
4,0.9724332094192505,0.09457504749298096,0.9720136523246765,0.1014118567109108
5,0.973884105682373,0.09126964211463928,0.9723549485206604,0.1029457151889801
6,0.9750789403915405,0.08774130046367645,0.9726962447166443,0.10422869771718979
7,0.9750789403915405,0.085322305560112,0.9723549485206604,0.10519079118967056
8,0.9752496480941772,0.08274108171463013,0.973720133304596,0.1127765104174614
9,0.9769565463066101,0.07932474464178085,0.973720133304596,0.107712022960186
10,0.978492796421051,0.071791872382164,0.9716723561286926,0.11650651693344116
11,0.9788341522216797,0.06901271641254425,0.9692832827568054,0.12615974247455597
12,0.9800290465354919,0.06402982026338577,0.9740614295005798,0.1260172426700592
13,0.9818212985992432,0.05880505591630936,0.9747440218925476,0.13044266402721405
14,0.9818212985992432,0.05198235064744949,0.9747440218925476,0.13574543595314026
15,0.983528196811676,0.04632887616753578,0.9726962447166443,0.14437609910964966
16,0.9847230315208435,0.04217035695910454,0.9692832827568054,0.15751908719539642
17,0.987710177898407,0.032035645097494125,0.9699658751487732,0.15954574942588806
18,0.9894170761108398,0.026557177305221558,0.9744027256965637,0.19853010773658752
19,0.9912946820259094,0.023018645122647285,0.9692832827568054,0.19618703424930573
