,loss,val_loss
0,0.8398188948631287,0.8019527792930603
1,0.7777509689331055,0.7709010243415833
2,0.7525072693824768,0.7518207430839539
3,0.7377427816390991,0.7419936060905457
4,0.7292649745941162,0.7332370281219482
5,0.7221647500991821,0.7287572622299194
6,0.7182111144065857,0.724663257598877
7,0.7140424847602844,0.7209362387657166
8,0.7102635502815247,0.7180849313735962
9,0.7073920369148254,0.7146667838096619
10,0.70393306016922,0.7121874690055847
11,0.7025596499443054,0.7108052372932434
12,0.7011160254478455,0.7092048525810242
13,0.699424684047699,0.7077100276947021
14,0.6977649331092834,0.7074195146560669
15,0.6970628499984741,0.7061145305633545
16,0.6961635947227478,0.7051568627357483
17,0.6933704018592834,0.7016109824180603
18,0.6916103363037109,0.7004334330558777
19,0.6910185217857361,0.7000638246536255
