,loss,val_loss
0,0.8409776091575623,0.8004047870635986
1,0.774551510810852,0.7639223337173462
2,0.7479546070098877,0.7482298016548157
3,0.7346487641334534,0.7367562651634216
4,0.7253551483154297,0.730279266834259
5,0.720096230506897,0.725792407989502
6,0.716148853302002,0.7230099439620972
7,0.7125097513198853,0.7183651328086853
8,0.7083558440208435,0.7152261137962341
9,0.7064482569694519,0.7143182158470154
10,0.7046514749526978,0.7119067907333374
11,0.7031020522117615,0.7107653617858887
12,0.7016711831092834,0.7105721235275269
13,0.7008368968963623,0.7100061774253845
14,0.7000539302825928,0.7076489925384521
15,0.6990419030189514,0.7068360447883606
16,0.6983476281166077,0.7068543434143066
17,0.6977627277374268,0.7060226202011108
18,0.6974295377731323,0.7065516114234924
19,0.6968675255775452,0.7055347561836243
