,accuracy,loss,val_accuracy,val_loss
0,0.968165934085846,0.14911389350891113,0.9709897637367249,0.13174764811992645
1,0.9708969593048096,0.1320357471704483,0.9709897637367249,0.13127218186855316
2,0.9708969593048096,0.13204900920391083,0.9709897637367249,0.13133910298347473
3,0.9708969593048096,0.13227710127830505,0.9709897637367249,0.13172976672649384
4,0.9708969593048096,0.1319754272699356,0.9709897637367249,0.13141711056232452
5,0.9708969593048096,0.13187143206596375,0.9709897637367249,0.13365811109542847
6,0.9708969593048096,0.13195501267910004,0.9709897637367249,0.13126501441001892
7,0.9708969593048096,0.13190171122550964,0.9709897637367249,0.13136282563209534
8,0.9708969593048096,0.1314987689256668,0.9709897637367249,0.1323689967393875
9,0.9708969593048096,0.131771519780159,0.9709897637367249,0.12919189035892487
10,0.9708969593048096,0.12994445860385895,0.9709897637367249,0.12813527882099152
11,0.9708969593048096,0.12956976890563965,0.9709897637367249,0.1271028220653534
12,0.9708969593048096,0.12882013618946075,0.9709897637367249,0.12694387137889862
13,0.9708969593048096,0.12819521129131317,0.9709897637367249,0.12630297243595123
14,0.9708969593048096,0.12799860537052155,0.9709897637367249,0.12833799421787262
15,0.9708969593048096,0.1283392757177353,0.9709897637367249,0.12653781473636627
16,0.9708969593048096,0.12794218957424164,0.9709897637367249,0.1265551596879959
17,0.9708969593048096,0.12782897055149078,0.9709897637367249,0.12645909190177917
18,0.9708969593048096,0.1271211951971054,0.9709897637367249,0.12577474117279053
19,0.970811665058136,0.12769931554794312,0.9709897637367249,0.12684522569179535
