,loss,val_loss
0,0.8438735008239746,0.7627744078636169
1,0.7784075140953064,0.738096296787262
2,0.7587444186210632,0.7242950201034546
3,0.7481130361557007,0.7169004678726196
4,0.7420817613601685,0.7116448283195496
5,0.7377171516418457,0.7076370120048523
6,0.7350944876670837,0.7055870890617371
7,0.7322184443473816,0.7016419172286987
8,0.729773998260498,0.6997843384742737
9,0.7278708219528198,0.6977283954620361
10,0.7262342572212219,0.6957865953445435
11,0.7240762710571289,0.6930110454559326
12,0.7222465872764587,0.690752387046814
13,0.7205255031585693,0.6885719299316406
14,0.7182033061981201,0.6854038834571838
15,0.7159137725830078,0.6837956309318542
16,0.7146274447441101,0.68302983045578
17,0.7142772674560547,0.6832103133201599
18,0.7136432528495789,0.6818362474441528
19,0.7131670713424683,0.6807284951210022
