accuracy,loss,val_accuracy,val_loss,learning_rate
0.8538814187049866,0.641201913356781,0.926715612411499,0.22232688963413239,9.999999747378752e-05
0.9152787327766418,0.34901493787765503,0.936741054058075,0.1814921349287033,9.999999747378752e-05
0.932110071182251,0.28073805570602417,0.9541090130805969,0.14793342351913452,9.999999747378752e-05
0.9420607089996338,0.24827134609222412,0.9579215049743652,0.1359269618988037,9.999999747378752e-05
0.9443542957305908,0.23709635436534882,0.9577803015708923,0.13368359208106995,9.999999747378752e-05
0.9469301104545593,0.22087980806827545,0.9600395560264587,0.12208036333322525,9.999999747378752e-05
0.9486238360404968,0.21595780551433563,0.9620164036750793,0.11557222157716751,9.999999747378752e-05
0.9501411318778992,0.2030666470527649,0.9620164036750793,0.11107657849788666,9.999999747378752e-05
0.9515172839164734,0.19612854719161987,0.9630048274993896,0.1072533056139946,9.999999747378752e-05
0.9526817202568054,0.19207412004470825,0.9622988104820251,0.10780341178178787,9.999999747378752e-05
0.9538814425468445,0.18401546776294708,0.9639932513237,0.10096123069524765,9.999999747378752e-05
0.9550105929374695,0.17872586846351624,0.962440013885498,0.10170838236808777,9.999999747378752e-05
0.9559985995292664,0.17346327006816864,0.9648404121398926,0.09625791758298874,9.999999747378752e-05
0.9558574557304382,0.17100416123867035,0.9639932513237,0.09404462575912476,9.999999747378752e-05
0.9571277499198914,0.16082541644573212,0.9655464291572571,0.08964705467224121,9.999999747378752e-05
0.9584686160087585,0.16204209625720978,0.9649816155433655,0.09024267643690109,9.999999747378752e-05
0.9580804705619812,0.15674784779548645,0.9662524461746216,0.08686289191246033,9.999999747378752e-05
0.9602329134941101,0.1558103859424591,0.9662524461746216,0.08616308867931366,9.999999747378752e-05
0.958997905254364,0.15427285432815552,0.9654052257537842,0.08727295696735382,9.999999747378752e-05
0.959033191204071,0.1530202478170395,0.9649816155433655,0.08582305163145065,9.999999747378752e-05
0.9614325761795044,0.14604802429676056,0.9655464291572571,0.08686837553977966,9.999999747378752e-05
0.9605857729911804,0.15169350802898407,0.9659700393676758,0.08375342190265656,9.999999747378752e-05
0.9601976275444031,0.14666065573692322,0.9645580053329468,0.08575784415006638,9.999999747378752e-05
0.9626675844192505,0.14097969233989716,0.9655464291572571,0.08326567709445953,9.999999747378752e-05
0.9614678621292114,0.14698371291160583,0.9672408699989319,0.0792427659034729,9.999999747378752e-05
0.9628087282180786,0.13669143617153168,0.9676644802093506,0.07769054919481277,9.999999747378752e-05
0.9618207216262817,0.14319945871829987,0.9672408699989319,0.0778975859284401,9.999999747378752e-05
0.963302731513977,0.13688534498214722,0.9654052257537842,0.0797739326953888,9.999999747378752e-05
0.9625970125198364,0.1388075351715088,0.9680880904197693,0.0763372927904129,9.999999747378752e-05
0.963232159614563,0.13583391904830933,0.9679468870162964,0.07716201990842819,9.999999747378752e-05
0.9629851579666138,0.1346399188041687,0.9686529040336609,0.07565609365701675,9.999999747378752e-05
0.9635850191116333,0.13237400352954865,0.9702061414718628,0.0723830908536911,9.999999747378752e-05
0.9644671678543091,0.13315780460834503,0.9697825312614441,0.07356695085763931,9.999999747378752e-05
0.9651023149490356,0.12615428864955902,0.9695001244544983,0.0734686553478241,9.999999747378752e-05
0.9648200273513794,0.12730595469474792,0.9676644802093506,0.07425764203071594,9.999999747378752e-05
0.9650670289993286,0.12807057797908783,0.9716181755065918,0.06987634301185608,9.999999747378752e-05
0.9650317430496216,0.12935972213745117,0.9728890061378479,0.07085510343313217,9.999999747378752e-05
0.9656316041946411,0.13063333928585052,0.9711945652961731,0.07111536711454391,9.999999747378752e-05
0.9663373231887817,0.12313620746135712,0.9711945652961731,0.07041531801223755,9.999999747378752e-05
0.9670077562332153,0.12054330855607986,0.9730302095413208,0.06930627673864365,9.999999747378752e-05
0.966619610786438,0.12379300594329834,0.972747802734375,0.06906156241893768,9.999999747378752e-05
0.9673253297805786,0.12539984285831451,0.974159836769104,0.06692549586296082,9.999999747378752e-05
0.9679251909255981,0.11877461522817612,0.9737362265586853,0.06876609474420547,9.999999747378752e-05
0.9678899049758911,0.12057626992464066,0.974159836769104,0.06593575328588486,9.999999747378752e-05
0.9676429033279419,0.11633431166410446,0.975571870803833,0.06357461959123611,9.999999747378752e-05
0.9687014818191528,0.11823362112045288,0.9719005823135376,0.06845418363809586,9.999999747378752e-05
0.9683839082717896,0.11535411328077316,0.9726065993309021,0.06862423568964005,9.999999747378752e-05
0.9679604768753052,0.11899952590465546,0.9716181755065918,0.06780566275119781,9.999999747378752e-05
0.9683133363723755,0.11801275610923767,0.9730302095413208,0.06550311297178268,9.999999747378752e-05
0.9681369066238403,0.11732877045869827,0.9751482605934143,0.06513232737779617,9.999999747378752e-05
