,AUC,Precision,Recall,accuracy,loss,val_AUC,val_Precision,val_Recall,val_accuracy,val_loss
0,0.7840695381164551,0.7016904354095459,0.697835385799408,0.7005823254585266,0.552737832069397,0.8831098079681396,0.7848047614097595,0.8127472400665283,0.7949450612068176,0.43343761563301086
1,0.8690015077590942,0.7708908915519714,0.7967256307601929,0.7799692153930664,0.4500442147254944,0.9445763230323792,0.801387369632721,0.9648351669311523,0.8628571629524231,0.34162116050720215
2,0.9059115648269653,0.806377649307251,0.8502362370491028,0.8230414390563965,0.3842538297176361,0.9615529775619507,0.8747515082359314,0.9670329689979553,0.9142857193946838,0.2735131084918976
3,0.9253170490264893,0.8371748924255371,0.8700143098831177,0.8504010438919067,0.3447778522968292,0.9738444089889526,0.8626773953437805,0.9885714054107666,0.9156044125556946,0.2422434687614441
4,0.9397525191307068,0.8522643446922302,0.89122074842453,0.8683661222457886,0.3088452219963074,0.9807488322257996,0.9124087691307068,0.9890109896659851,0.9470329880714417,0.18786853551864624
5,0.9503820538520813,0.8687499761581421,0.9011097550392151,0.8824854493141174,0.28056567907333374,0.9845112562179565,0.9016786813735962,0.9916483759880066,0.9417582154273987,0.17493362724781036
6,0.9548439383506775,0.8786212801933289,0.913086473941803,0.8934732675552368,0.2658413350582123,0.9880805611610413,0.9326359629631042,0.9797801971435547,0.9545055031776428,0.1503155380487442
7,0.9605701565742493,0.8831582069396973,0.9144049882888794,0.8967146277427673,0.24848829209804535,0.9876408576965332,0.913254976272583,0.9903296828269958,0.9481318593025208,0.15318313241004944
8,0.9664932489395142,0.8960474729537964,0.9291286468505859,0.9106691479682922,0.22615069150924683,0.9898332357406616,0.9287760853767395,0.9973626136779785,0.9604395627975464,0.12847097218036652
9,0.9697738885879517,0.9012725353240967,0.9338534474372864,0.9157784581184387,0.21486712992191315,0.9915263056755066,0.9437683820724487,0.9885714054107666,0.9648351669311523,0.11673954129219055
10,0.9718326330184937,0.9061072468757629,0.9373695254325867,0.9201186895370483,0.2064809501171112,0.9912949204444885,0.9464659094810486,0.9947252869606018,0.9692307710647583,0.1101992055773735
11,0.9748618602752686,0.9119336605072021,0.9420942664146423,0.9255576133728027,0.19425244629383087,0.993532657623291,0.9377576112747192,1.0,0.9668132066726685,0.10614226013422012
12,0.9767521023750305,0.9159485101699829,0.9459400177001953,0.9295681715011597,0.1869163066148758,0.9936272501945496,0.9530791640281677,1.0,0.9753845930099487,0.09460650384426117
13,0.9774729609489441,0.9161345362663269,0.9458301067352295,0.9296231269836426,0.18349723517894745,0.995152473449707,0.9498956203460693,1.0,0.9736263751983643,0.09224849194288254
14,0.9786494970321655,0.918743371963501,0.9479178190231323,0.9320404529571533,0.17709553241729736,0.9951245784759521,0.9576091766357422,0.9929670095443726,0.9745054841041565,0.08488693833351135
15,0.9813442230224609,0.9251416921615601,0.9505549073219299,0.9368201494216919,0.16554151475429535,0.9952274560928345,0.9506894946098328,1.0,0.9740659594535828,0.08638748526573181
16,0.9813556671142578,0.9277920126914978,0.9529721736907959,0.9394022822380066,0.16501523554325104,0.9962872266769409,0.951484739780426,1.0,0.9745054841041565,0.08424896001815796
17,0.9829885363578796,0.9261272549629211,0.954620361328125,0.9392374753952026,0.1587943434715271,0.9965559244155884,0.9684300422668457,0.997802197933197,0.982637345790863,0.07033665478229523
18,0.9837273359298706,0.9293112754821777,0.9562685489654541,0.9417646527290344,0.15343226492404938,0.9959671497344971,0.966029703617096,1.0,0.9824175834655762,0.0730297788977623
19,0.9843087196350098,0.931562602519989,0.9557191729545593,0.9427535533905029,0.1519346982240677,0.9964842200279236,0.9615384340286255,1.0,0.9800000190734863,0.07084120064973831
