,AUC,Precision,Recall,accuracy,loss,val_AUC,val_Precision,val_Recall,val_accuracy,val_loss,learning_rate
0,0.7656162977218628,0.7020403742790222,0.6767387986183167,0.6947588324546814,2.2459371089935303,0.8990786671638489,0.7788074016571045,0.8496703505516052,0.804175853729248,1.2062969207763672,0.0010000000474974513
1,0.8604326844215393,0.7774547338485718,0.7638720870018005,0.7726073861122131,0.9306899309158325,0.9370925426483154,0.8491789102554321,0.8637362718582153,0.8551648259162903,0.6252342462539673,0.0010000000474974513
2,0.8973730206489563,0.8125745058059692,0.8236457705497742,0.8168333172798157,0.6193169355392456,0.9649427533149719,0.8708769083023071,0.9516483545303345,0.9052747488021851,0.4412304162979126,0.0010000000474974513
3,0.9188032150268555,0.8316391110420227,0.8629820942878723,0.8441380262374878,0.5079993009567261,0.9671574831008911,0.8701712489128113,0.9604395627975464,0.9085714221000671,0.388256311416626,0.0010000000474974513
4,0.9305576682090759,0.8472927212715149,0.8803428411483765,0.8608394861221313,0.45814967155456543,0.9747796654701233,0.879872739315033,0.9723076820373535,0.9197801947593689,0.3468140959739685,0.0010000000474974513
5,0.9390389323234558,0.857293963432312,0.8904516100883484,0.8711130619049072,0.43132731318473816,0.9728166460990906,0.8858048915863037,0.9819779992103577,0.9276922941207886,0.33633118867874146,0.0010000000474974513
6,0.9423912763595581,0.8617043495178223,0.895505964756012,0.8758927583694458,0.41845977306365967,0.9740350246429443,0.8955591917037964,0.9573626518249512,0.9228571653366089,0.3343801498413086,0.0010000000474974513
7,0.9452894330024719,0.867570698261261,0.8997912406921387,0.8812218308448792,0.40587714314460754,0.9777411222457886,0.9074528813362122,0.9740659594535828,0.9373626112937927,0.30378562211990356,0.0010000000474974513
8,0.946068286895752,0.8675972819328308,0.9014394283294678,0.8819360733032227,0.4015980660915375,0.9792293310165405,0.8957154154777527,0.9740659594535828,0.9303296804428101,0.29508018493652344,0.0010000000474974513
9,0.9505494236946106,0.8744215369224548,0.9135259985923767,0.8911657929420471,0.38705411553382874,0.9838340282440186,0.9140753149986267,0.9819779992103577,0.9448351860046387,0.28058922290802,0.0010000000474974513
10,0.9506154656410217,0.87803053855896,0.903307318687439,0.8889133334159851,0.38793012499809265,0.9814088344573975,0.8981817960739136,0.977142870426178,0.9331868290901184,0.2982994019985199,0.0010000000474974513
11,0.9521079063415527,0.8731547594070435,0.9099000096321106,0.8888583779335022,0.3832782506942749,0.9848943948745728,0.9256644248962402,0.9797801971435547,0.9505494236946106,0.27163127064704895,0.0010000000474974513
12,0.9511833786964417,0.8741666078567505,0.9075925946235657,0.8884738087654114,0.38557398319244385,0.9791951775550842,0.8898678421974182,0.9767032861709595,0.9279121160507202,0.2987615168094635,0.0010000000474974513
13,0.954951822757721,0.8827527761459351,0.9133062362670898,0.8960004448890686,0.3718530237674713,0.9834693670272827,0.8962075710296631,0.9868131875991821,0.9362637400627136,0.2845953702926636,0.0010000000474974513
14,0.9677927494049072,0.8991372585296631,0.9275903701782227,0.9117679595947266,0.3245627284049988,0.9899539351463318,0.9268193244934082,0.9964835047721863,0.9589011073112488,0.22947603464126587,0.00010000000474974513
15,0.9729244709014893,0.9106323719024658,0.9382485151290894,0.9230853915214539,0.29595354199409485,0.9910683631896973,0.9309778213500977,0.9960439801216125,0.9610989093780518,0.21316519379615784,0.00010000000474974513
16,0.9738821983337402,0.9132941961288452,0.9397868514060974,0.9252829551696777,0.2862350642681122,0.9925704598426819,0.9283667802810669,0.9969230890274048,0.9599999785423279,0.1995716094970703,0.00010000000474974513
17,0.9780598878860474,0.9202736020088196,0.9461597800254822,0.9320953488349915,0.26419714093208313,0.9924835562705994,0.9288343787193298,0.9982417821884155,0.9608791470527649,0.19533230364322662,0.00010000000474974513
18,0.9781121611595154,0.9216609597206116,0.9462696313858032,0.932919442653656,0.25834739208221436,0.9935221076011658,0.9345409870147705,0.997802197933197,0.9639560580253601,0.18332695960998535,0.00010000000474974513
19,0.97833251953125,0.9245849251747131,0.948357343673706,0.9355015754699707,0.25495946407318115,0.9937565326690674,0.9254885911941528,0.9991208910942078,0.9593406319618225,0.18581654131412506,0.00010000000474974513
