,AUC,Precision,Recall,accuracy,loss,val_AUC,val_Precision,val_Recall,val_accuracy,val_loss
0,0.883458137512207,0.7713072896003723,0.8434830904006958,0.7967140078544617,0.42610445618629456,0.9618176221847534,0.8103014826774597,0.9576837420463562,0.8666914105415344,0.28707459568977356
1,0.9369444847106934,0.8288334012031555,0.9062383770942688,0.8595563173294067,0.313536673784256,0.9727382063865662,0.8713007569313049,0.9398663640022278,0.900482714176178,0.2227630913257599
2,0.9508001804351807,0.8539830446243286,0.9175640344619751,0.8803490400314331,0.27662503719329834,0.9825414419174194,0.9034289717674255,0.9584261178970337,0.9279614090919495,0.19052784144878387
3,0.9624909162521362,0.8799084424972534,0.9277757406234741,0.9005848169326782,0.239950031042099,0.9863120317459106,0.9045671224594116,0.9851521849632263,0.9405866861343384,0.1660088151693344
4,0.9681218862533569,0.8932176232337952,0.9365020394325256,0.9122806787490845,0.21815046668052673,0.9884968996047974,0.9239888191223145,0.9836674332618713,0.9513553380966187,0.14128956198692322
5,0.9721056818962097,0.8991850018501282,0.9422577023506165,0.9183142781257629,0.2017810344696045,0.9908841848373413,0.9490538835525513,0.9680771827697754,0.9580393433570862,0.1381550431251526
6,0.9758878350257874,0.9085279703140259,0.9533976912498474,0.9287106394767761,0.18410544097423553,0.993247389793396,0.9446002840995789,1.0,0.9706646800041199,0.11266199499368668
7,0.9792841672897339,0.9153832793235779,0.9600816965103149,0.9356725215911865,0.17002607882022858,0.9940922856330872,0.9546436071395874,0.9844098091125488,0.9688079953193665,0.10006355494260788
8,0.9805999994277954,0.9234766960144043,0.9567397236824036,0.9387357234954834,0.16252875328063965,0.9963003993034363,0.9532908797264099,1.0,0.975492000579834,0.0883859321475029
9,0.9841932058334351,0.9296151399612427,0.9686223268508911,0.9476469159126282,0.14456580579280853,0.9958539009094238,0.9616774916648865,0.9873793721199036,0.974006712436676,0.07946175336837769
10,0.9839852452278137,0.9312567114830017,0.9658373594284058,0.9472755789756775,0.14563767611980438,0.9970779418945312,0.9512711763381958,1.0,0.9743779897689819,0.07586200535297394
11,0.9851340651512146,0.9358490705490112,0.9669513702392578,0.9503387808799744,0.13754688203334808,0.9979308247566223,0.9683680534362793,1.0,0.9836613535881042,0.0677516758441925
12,0.9881969094276428,0.9413780570030212,0.9689936637878418,0.9543302655220032,0.12490417063236237,0.9979959726333618,0.9796363711357117,1.0,0.9896026849746704,0.06787820160388947
13,0.988922655582428,0.9440345764160156,0.974006712436676,0.9581360816955566,0.11958515644073486,0.9979420900344849,0.9676724076271057,1.0,0.9832900166511536,0.06297323852777481
14,0.9889432787895203,0.943745493888855,0.974934995174408,0.9584145545959473,0.11866093426942825,0.9973902702331543,0.9718614816665649,1.0,0.9855180382728577,0.0641985684633255
15,0.9899260401725769,0.950840413570404,0.9767916798591614,0.9631485939025879,0.1096343845129013,0.9979118704795837,0.9765051603317261,0.9873793721199036,0.9818046689033508,0.06395047158002853
16,0.9911563992500305,0.9502712488174438,0.9756776690483093,0.962313175201416,0.10619021207094193,0.9988579154014587,0.9718614816665649,1.0,0.9855180382728577,0.05160706117749214
17,0.9908534288406372,0.9518794417381287,0.9732640385627747,0.9620347023010254,0.10676681995391846,0.9980601668357849,0.9718614816665649,1.0,0.9855180382728577,0.05203501880168915
18,0.9912763237953186,0.9523550868034363,0.97604900598526,0.9636127352714539,0.10238053649663925,0.9978411197662354,0.9690647721290588,1.0,0.9840326905250549,0.054483044892549515
19,0.9914307594299316,0.9533538222312927,0.9790197014808655,0.9655620455741882,0.10033691674470901,0.9984060525894165,0.9767947793006897,1.0,0.9881173372268677,0.0491684153676033
