,AUC,Precision,Recall,accuracy,loss,val_AUC,val_Precision,val_Recall,val_accuracy,val_loss
0,0.608065128326416,0.5719625949859619,0.5764262676239014,0.5725241899490356,0.6732290983200073,0.7946557402610779,0.7405213117599487,0.672766387462616,0.7185145020484924,0.5960870981216431
1,0.7637127637863159,0.6887210011482239,0.7115177512168884,0.6949676871299744,0.5801505446434021,0.9144386053085327,0.7744014859199524,0.905274510383606,0.820775032043457,0.43961554765701294
2,0.8672422766685486,0.7799167633056641,0.8067814707756042,0.7895586490631104,0.456911563873291,0.9692529439926147,0.8533333539962769,0.9644779562950134,0.8993541598320007,0.29777583479881287
3,0.9030550718307495,0.81537264585495,0.8449946045875549,0.8268299102783203,0.39330804347991943,0.9887021780014038,0.8872970342636108,1.0,0.9364908337593079,0.22260582447052002
4,0.9303857088088989,0.8395061492919922,0.878363847732544,0.8552206754684448,0.33506128191947937,0.9924761056900024,0.9188922047615051,1.0,0.9558665156364441,0.17705528438091278
5,0.9480302333831787,0.859184205532074,0.8899354338645935,0.8720398545265198,0.2902221083641052,0.995293915271759,0.908113420009613,1.0,0.9494079947471619,0.14608265459537506
6,0.9606007933616638,0.8840314149856567,0.908772885799408,0.8947793245315552,0.252554327249527,0.9974294900894165,0.9355488419532776,1.0,0.9655543565750122,0.11234859377145767
7,0.9672104120254517,0.8960461020469666,0.9208826422691345,0.9070236682891846,0.23069271445274353,0.9991535544395447,0.9717572927474976,1.0,0.9854682683944702,0.08126132190227509
8,0.9745355844497681,0.9102094173431396,0.93568354845047,0.9216899871826172,0.20227903127670288,0.9990800023078918,0.9616976976394653,1.0,0.980086088180542,0.07572633028030396
9,0.9767636656761169,0.91191166639328,0.9332615733146667,0.9215554594993591,0.19220389425754547,0.9994032979011536,0.9577319622039795,1.0,0.9779332876205444,0.07218176126480103
10,0.9788074493408203,0.9236459732055664,0.9407965540885925,0.9315123558044434,0.18150894343852997,0.9996685981750488,0.9737945199012756,1.0,0.986544668674469,0.0511803925037384
11,0.9810997843742371,0.92682284116745,0.9475241899490356,0.9363563060760498,0.1703995168209076,0.9997636079788208,0.9768664836883545,1.0,0.9881592988967896,0.04869026690721512
12,0.9864254593849182,0.9373506903648376,0.9502152800559998,0.9433530569076538,0.14704538881778717,0.9997549653053284,0.9748163819313049,1.0,0.9870828986167908,0.043756190687417984
13,0.98583984375,0.9368365406990051,0.9499461650848389,0.9429494142532349,0.1455327272415161,0.9995250105857849,0.9737945199012756,1.0,0.986544668674469,0.05079171434044838
14,0.9885830283164978,0.9481520652770996,0.959634006023407,0.9535791277885437,0.1293453872203827,0.999863862991333,0.9841101765632629,1.0,0.9919267892837524,0.03480008989572525
15,0.9890298247337341,0.9493738412857056,0.9588267207145691,0.9538482427597046,0.12755811214447021,0.9997137784957886,0.9677083492279053,1.0,0.9833154082298279,0.04806238412857056
16,0.9896050691604614,0.9437103867530823,0.9609795212745667,0.9518299102783203,0.12605248391628265,0.9997820854187012,0.9778947234153748,1.0,0.9886975288391113,0.03576391935348511
17,0.9921047687530518,0.9533651471138,0.9682454466819763,0.9604413509368896,0.10839075595140457,0.999768853187561,0.9789251685142517,1.0,0.9892357587814331,0.034275077283382416
18,0.9904622435569763,0.9542675018310547,0.9658234715461731,0.9597685933113098,0.11399741470813751,0.999758243560791,0.9778947234153748,1.0,0.9886975288391113,0.034035541117191315
19,0.9931992888450623,0.9527454972267151,0.9712055921554565,0.9615177512168884,0.10031259804964066,0.9999698400497437,0.9861995577812195,1.0,0.993003249168396,0.024371925741434097
